event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR172329,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,Kalynivka,48.6107,37.8622,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 30 August 2024, Russian and Ukrainian forces clashed near Kalynivka, Donetsk. According to Russian sources, up to 455 Ukrainian servicemen were killed near Pivnichne, Rozivka, Hrodivka, Kalynivka, Mykhailivka, and Druzhba. [Russian MoD reported 455 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1725414556
UKR172330,"30 August 2024",2024,1,"Political violence",Battles,"Non-state actor overtakes territory","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Karlivka,48.1117,37.4908,2,"Deep State; Ministry of Defence of Ukraine",Other-National,"On 30 August 2024, Russian forces occupied Karlivka, Donetsk, and clashed with Ukrainian forces in the area. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 8 fatalities coded to this event.",8,,1725414556
UKR172331,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, a Russian Su-34 conducted strikes from Belgorod Oblast on Kharkiv, Kharkiv with KAB missiles. Missiles impacted a residential highrise, the sports lyceum of a university, and a children's playground where a child was killed. At least 7 people were killed and 97 wounded, including 22 children.",7,,1725414556
UKR172332,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,"Ministry of Defence of Russia; Suspilne Media",National,"On 30 August 2024, Russian forces conducted a strike with an unidentified weapons system (coded as shelling/artillery/missile attack) on the shipbuilding district of Kherson, Kherson. A civilian was wounded.",0,,1725414556
UKR172333,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,3,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces, supported by drones, and Ukrainian marines clashed in Kherson Oblast (coded to Kherson, Kherson.) 107 Russian drones were shot down. 35 Russian soldiers were killed and wounded.",35,,1725414556
UKR172334,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,2,"Ministry of Defence of Russia; Suspilne Media",National,"On 30 August 2024, Russian forces shelled Ukrainian forces near Kherson, Kherson. A civilian was wounded. According to Russian sources, up to 80 Ukrainian servicemen were killed near Novodanylivka, Orikhiv, Nesterianka, Kozatske, Sadove, and Kherson. [Russian MoD reported 80 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,,1725414556
UKR172335,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces conducted FPV drone strikes and shelled with mortars near Khrinivka, Chernihiv. Casualties unknown.",0,,1725414556
UKR172336,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,,804,Europe,Ukraine,Crimea,Feodosiiskyi,Kirovska,Kirovskoye,45.2229,35.205,2,"Flot 2017",Subnational,"On 30 August 2024, Ukrainian forces conducted strikes with an unidentified missile system (coded as shelling/artillery/missile attack) near the Russian military airfield near Kirovskoye, Crimea. Casualties unknown.",0,,1725414556
UKR172337,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Kliusy,52.0771,31.9292,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces shelled near Kliusy, Chernihiv. Casualties unknown.",0,,1725414556
UKR172338,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Kolisnykivka,49.5713,37.7169,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces clashed near Kolisnykivka, Kharkiv. Casualties unknown.",0,,1725414556
UKR172339,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Ukraine (2019-)",,1,"Civilians (Ukraine)",,7,17,"Civilian targeting",804,Europe,Ukraine,Donetsk,Horlivskyi,Yenakiievska,Korsun,48.2044,38.0823,1,"DPR Armed Forces Press Service",Other,"On 30 August 2024, a civilian was injured by an unexploded Ukrainian cluster munition in Korsun, Donetsk.",0,,1725414556
UKR172340,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.8659,37.4083,2,"Ministry of Defence of Russia",National,"On 30 August 2024, Russian and Ukrainian forces clashed near Kostiantynivka, Donetsk. According to Russian sources, up to 780 Ukrainian servicemen were killed near Chasiv Yar, Zaliznianske, Kurdiumivka, and Kostiantynivka. [Russian MoD reported 780 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event]. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 7 fatalities coded to this event. Overall fatalities coded as 10.",10,,1725414556
UKR172341,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Kozatske,46.7845,33.3377,2,"Ministry of Defence of Russia",National,"On 30 August 2024, Russian forces conducted a strike with an unidentified weapons system (coded as shelling/artillery/missile attack) on Ukrainian forces near Kozatske, Kherson. According to Russian sources, up to 80 Ukrainian servicemen were killed near Novodanylivka, Orikhiv, Nesterianka, Kozatske, Sadove, and Kherson. [Russian MoD reported 80 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1725414556
UKR172342,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Kpasnopilska,Krasnopillia,50.7746,35.2597,2,"Suspilne Media",National,"On 30 August 2024, Russian forces conducted drone strikes and fired missiles, rockets, and mortars near Krasnopillia, Sumy. Casualties unknown.",0,,1725414556
UKR172343,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Kirovograd,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,3,"Ministry of Defence of Ukraine",Other,"Interception: On 30 August 2024, Ukrainian forces shot down Russian Shahed drones above Kirovograd Oblast (coded to Kropyvnytskyi, Kirovograd)",0,,1725414556
UKR172344,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Kucherivka,51.7346,34.1884,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces shelled near Kucherivka, Sumy, with 120mm mortars. Casualties unknown.",0,,1725414556
UKR172345,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,1,"24 Channel",National,"On 30 August 2024, Russian forces shelled Kurakhove, Donetsk with Uragan artillery. Five civilians were wounded.",0,,1725414556
UKR172346,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Kurdiumivka,48.4684,37.9567,2,"Ministry of Defence of Russia",National,"On 30 August 2024, Russian and Ukrainian forces clashed near Kurdiumivka, Donetsk. According to Russian sources, up to 780 Ukrainian servicemen were killed near Chasiv Yar, Zaliznianske, Kurdiumivka, and Kostiantynivka. [Russian MoD reported 780 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1725414556
UKR172347,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,3,"Ministry of Defence of Ukraine",Other,"Interception: On 30 August 2024, Ukrainian forces shot down Russian Shahed drones above Kyiv Oblast (coded to Kyiv, Kyiv City)",0,,1725414556
UKR172348,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Lozivskyi,Lozivska,Lozova,48.8894,36.3176,2,"Ministry of Defence of Russia",National,"On 30 August 2024, Russian and Ukrainian forces clashed near Lozova, Kharkiv. According to Russian sources, up to 460 Ukrainian servicemen were killed near Petropavlivka, Lozova, Novovodyane, Dibrova, Hryhorivka, and Serebrianka. [Russian MoD reported 460 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1725414556
UKR172349,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Luhivka,50.4462,35.4717,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces shelled near Luhivka, Sumy, with 152mm artillery and a tank. Casualties unknown.",0,,1725414556
UKR172350,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Lyptsi,50.2037,36.4077,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces clashed near Lyptsi, Kharkiv. Casualties unknown.",0,,1725414556
UKR172351,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Lysivka,48.2246,37.2648,1,"Institute for the Study of War",Other,"On 30 August 2024, Russian forces clashed with Ukrainian forces in Lysivka, Donetsk. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 7 fatalities coded to this event.",7,,1725414556
UKR172352,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,"Mala Tokmachka",47.5325,35.8978,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces conducted airstrikes near Mala Tokmachka, Zaporizhia. Casualties unknown.",0,,1725414556
UKR172353,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Marhanetska,Marhanets,47.6354,34.6277,2,"Suspilne Media",National,"On 30 August 2024, Russian forces conducted drone strikes and shelled near Marhanets, Dnipropetrovsk. Casualties unknown.",0,,1725414556
UKR172354,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Marynivka,48.1811,37.3484,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian and Ukrainian forces clashed near Marynivka, Donetsk. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 7 fatalities coded to this event.",7,,1725414556
UKR172355,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Kpasnopilska,Mezenivka,50.6349,35.3134,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces shelled near Mezenivka, Sumy with 120mm mortars and 152mm artillery. A critical infrastrucutre facility was damaged. Casualties unknown.",0,,1725414556
UKR172356,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Mykhailivka,48.1366,37.376,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 30 August 2024, Rusisan and Ukrainian forces clashed near Mykhailivka, Donetsk. According to Russian sources, up to 455 Ukrainian servicemen were killed near Pivnichne, Rozivka, Hrodivka, Kalynivka, Mykhailivka, and Druzhba. [Russian MoD reported 455 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event]. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 7 fatalities coded to this event. Overall fatalities coded as 9.",9,,1725414556
UKR172357,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,3,"Ministry of Defence of Ukraine",Other,"Interception: On 30 August 2024, Ukrainian forces shot down Russian Shahed drones above Mykolaiv Oblast (coded to Mykolaiv, Mykolaiv)",0,,1725414556
